name,images,type,capacity,bathroom,bedroom,bed,desc,price,reivew_count,rating
Biltmore Village Hideaway,https://a0.muscache.com/im/pictures/6e7a3480-7929-4d56-a7e0-d0eab7fe37b3.jpg?aki_policy=large,Entire home/apt,6,2.0,2,3,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Shampoo,Hangers,""Hair dryer"",Iron,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",Balcony}",454,5,92
Eagles Wing Lodge,https://a0.muscache.com/im/pictures/75cc09c7-1437-445b-a1fe-97f867cab614.jpg?aki_policy=large,Entire home/apt,12,3.0,3,8,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Shampoo,Hangers,""Hair dryer"",Iron,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",Balcony}",856,5,80
Elkhorn Cabin,https://a0.muscache.com/im/pictures/fb3e40eb-cc73-4848-a7af-ee084db1389b.jpg?aki_policy=large,Entire home/apt,9,2.0,3,6,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Shampoo,Hangers,""Hair dryer"",Iron,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill""}",514,3,100
The Owl's Nest Studio Apt. North Asheville,https://a0.muscache.com/im/pictures/716e0e53-6368-435b-88cf-42bc48e54ad0.jpg?aki_policy=large,Entire home/apt,2,1.0,0,1,"{TV,Wifi,""Air conditioning"",""Free parking on premises"",""Indoor fireplace"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",""Single level home"",""Patio or balcony"",""Garden or backyard""}",51,116,100
Studio Apartment in West Asheville Private Home,https://a0.muscache.com/im/pictures/4e0971e8-a9fe-415c-b0ea-d7c7af0a7c18.jpg?aki_policy=large,Private room,3,1.0,0,2,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallways"",""No stairs or steps to enter"",""Wide entrance for guests"",""Flat path to guest entrance"",""No stairs or steps to enter"",""Wide entrance"",""Accessible-height bed"",""No stairs or steps to enter"",""No stairs or steps to enter"",Other}",50,105,97
Asheville Starry Night,https://a0.muscache.com/im/pictures/60dec9b0-2864-4cbc-8c01-5ac839971455.jpg?aki_policy=large,Entire home/apt,8,3.0,3,5,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Shampoo,Hangers,""Hair dryer"",Iron,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill""}",482,0,
Chill Vibes & the Cozy Bungalow- East Room,https://a0.muscache.com/im/pictures/d5e0dd1e-e219-4ed9-afee-0e4e7aed5d81.jpg?aki_policy=large,Private room,2,1.0,1,1,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed""}",42,48,98
Sunset Peaks,https://a0.muscache.com/im/pictures/16500392-c1db-481e-b7a4-f4e16ba0e1e6.jpg?aki_policy=large,Entire home/apt,6,2.0,3,3,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Shampoo,Hangers,""Hair dryer"",Iron,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill""}",455,2,100
Bungalow Near Dtwn Asheville & Blue Ridge Parkway!,https://a0.muscache.com/im/pictures/c4f20ea6-120e-4071-818b-98886548cc20.jpg?aki_policy=large,Entire home/apt,6,2.0,2,2,"{TV,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",""Hair dryer"",Iron,Bathtub,""Bed linens"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",Oven,""BBQ grill"",Other}",285,8,100
Mountain Modern Home-Away-From-Home (North AVL),https://a0.muscache.com/im/pictures/ec20d22d-e1e1-4973-863c-15efff1a1ff1.jpg?aki_policy=large,Entire home/apt,2,1.0,1,1,"{TV,Wifi,""Air conditioning"",""Free parking on premises"",Breakfast,""Indoor fireplace"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""Private entrance"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Patio or balcony""}",90,7,100
Eastern Sky,https://a0.muscache.com/im/pictures/ada84719-0ea3-46d8-92ce-796faa582ae8.jpg?aki_policy=large,Entire home/apt,2,1.0,1,2,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Heating,Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Shampoo,Hangers,""Hair dryer"",Iron,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill""}",188,2,90
"Peaceful, Super Clean, Centrally Located",https://a0.muscache.com/im/pictures/6cfd4ff2-5746-4d69-9638-728339ac633e.jpg?aki_policy=large,Private room,1,1.5,1,1,"{Wifi,Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Garden or backyard""}",55,30,98
Guest Suite in Asheville Mountain Top Hideaway,"https://a0.muscache.com/4ea/air/v2//pictures/7783f2a1-3935-4fb4-8fbe-a3824a7989af.jpg?t=r:w1200-h720-sfit,e:fjpg-c85",Entire home/apt,2,1.0,0,1,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Body soap"",""Bath towel"",""Toilet paper"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Patio or balcony"",Other,""Hot water kettle"",""Ceiling fan"",""Central air conditioning"",""Mini fridge"",""Smart TV"",""Breakfast table"",Netflix,""Memory foam mattress"",""Full kitchen"",""Bedroom comforts"",""Bathroom essentials""}",69,77,99
Apartment 9 3/4 in East Asheville,https://a0.muscache.com/im/pictures/3e72a6fa-7a4b-4be4-b99f-511afa01eb66.jpg?aki_policy=large,Entire home/apt,4,1.0,1,1,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",Bathtub,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard""}",100,32,99
Vista View Lodge,https://a0.muscache.com/im/pictures/7dcdf340-b2e2-4456-a25f-b4dd2d617496.jpg?aki_policy=large,Entire home/apt,20,7.0,7,11,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Hot tub"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Shampoo,Hangers,""Hair dryer"",Iron,""Private entrance"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill""}",1476,1,100
Mastr Bdrm Walkout w lots of privacy 5min - dntwn,https://a0.muscache.com/im/pictures/cb838ae2-c144-45ec-a6e5-283fedfc71ff.jpg?aki_policy=large,Private room,4,1.0,2,2,"{TV,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private living room"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallways"",""Well-lit path to entrance"",""No stairs or steps to enter"",""No stairs or steps to enter"",""Wide entryway"",""Handheld shower head""}",60,24,98
"Mountain Air - Peace, Comfort, and Convenience!",https://a0.muscache.com/im/pictures/bd7c3a11-3bb1-445e-9860-a1a2290cc484.jpg?aki_policy=large,Entire home/apt,4,1.0,2,3,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Private living room"",""Private entrance"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Long term stays allowed""}",110,62,97
Black Oak,https://a0.muscache.com/im/pictures/41df1664-0e7b-43ee-9135-ba5fed2c2f72.jpg?aki_policy=large,Entire home/apt,8,3.0,3,4,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Shampoo,Hangers,""Hair dryer"",Iron,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill""}",630,2,100
Mountain Air & Massage—Serenity Room,https://a0.muscache.com/im/pictures/42db2ab2-71c8-4810-97b5-7cd268f431df.jpg?aki_policy=large,Private room,2,1.0,1,1,"{Wifi,""Air conditioning"",""Free parking on premises"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water""}",77,12,100
Rufus’ Retreat,https://a0.muscache.com/im/pictures/8a5a5b13-0e5d-4ab4-8ba1-6e07f61e75c8.jpg?aki_policy=large,Entire home/apt,4,1.0,1,2,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",Bathtub,""Children’s books and toys"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Garden or backyard"",""No stairs or steps to enter"",""Wide entrance for guests"",""Flat path to guest entrance"",""Well-lit path to entrance"",""Disabled parking spot"",""No stairs or steps to enter"",""No stairs or steps to enter"",""No stairs or steps to enter""}",95,114,98
Deer Run,https://a0.muscache.com/im/pictures/6b1c0549-2082-4761-b9ca-840e7d5dad28.jpg?aki_policy=large,Entire home/apt,2,1.0,1,2,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Smoke detector"",""Fire extinguisher"",Shampoo,Hangers,""Hair dryer"",Iron,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill""}",177,2,90
Red Barn,https://a0.muscache.com/im/pictures/24738201-47a8-404f-8342-1e86ebc26ccd.jpg?aki_policy=large,Entire home/apt,2,1.0,1,2,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Smoke detector"",""Fire extinguisher"",Shampoo,Hangers,""Hair dryer"",Iron,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill""}",177,1,80
"Rare Asheville rental - less than 1 mile from downtown! | Cottage Over AVL - 2 Bedroom, 1 Bathroom",https://a0.muscache.com/im/pictures/d3327b7e-5bbc-48b2-9fdf-e9fb27ce54a3.jpg?aki_policy=large,Entire home/apt,4,1.0,2,2,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Pets live on this property"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Iron,""Private living room"",""Private entrance"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware""}",194,11,98
Welcoming West-Side Retreat,https://a0.muscache.com/im/pictures/7981a46c-6fac-4c0d-86d3-0bcedbcf0298.jpg?aki_policy=large,Entire home/apt,3,1.0,1,1,"{TV,Wifi,""Free parking on premises"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private living room"",""Private entrance"",Bathtub,""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Patio or balcony"",""Garden or backyard"",""No stairs or steps to enter"",""Handheld shower head"",""Roll-in shower""}",100,67,99
"Guest Suite NEAR Airport, Hiking, & Sierra Nevada",https://a0.muscache.com/im/pictures/42e34856-9b55-44d1-aabd-7870d9d6b72c.jpg?aki_policy=large,Private room,2,1.0,1,1,"{TV,Wifi,""Air conditioning"",""Free parking on premises"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private living room"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Single level home"",""BBQ grill"",""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",""Cleaning before checkout"",""Wide hallways"",""Flat path to guest entrance"",""Well-lit path to entrance"",""Disabled parking spot"",""No stairs or steps to enter"",""No stairs or steps to enter"",""No stairs or steps to enter"",""Handheld shower head""}",50,31,99
Your Asheville Adventure Base,https://a0.muscache.com/im/pictures/bbccbd29-7966-48f5-9935-73d895d16576.jpg?aki_policy=large,Entire home/apt,6,2.5,3,3,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Cleaning before checkout"",Other,""Full kitchen""}",250,26,99
Moonlight Ridge,https://a0.muscache.com/im/pictures/0cc605d3-9e51-4481-a331-2022cd302722.jpg?aki_policy=large,Entire home/apt,8,3.0,4,4,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Hot tub"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Shampoo,Hangers,""Hair dryer"",Iron,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill""}",444,2,100
Asheville House that will sleep many!,https://a0.muscache.com/im/pictures/f1a3727c-9a16-4d12-887d-38a7f339f6fd.jpg?aki_policy=large,Entire home/apt,14,3.0,6,11,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Gym,""Indoor fireplace"",Heating,""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Laptop friendly workspace"",""Self check-in"",Lockbox,""High chair"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Long term stays allowed""}",450,4,90
Lucy the Vintage Trailer,https://a0.muscache.com/im/pictures/8631407b-dbd4-4bfc-b88b-be8168ab48cd.jpg?aki_policy=large,Private room,2,1.0,1,1,"{Wifi,""Air conditioning"",""Free parking on premises"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,""Dishes and silverware"",Oven,""Patio or balcony"",""Luggage dropoff allowed""}",45,39,99
CHATEAU LESTAGE,https://a0.muscache.com/im/pictures/06218556-76e3-4b83-8509-2e633dcda24b.jpg?aki_policy=large,Private room,6,2.0,2,3,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",""Private entrance"",""Children’s books and toys"",""Pack ’n Play/travel crib"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",289,0,
Happy Place Haven - Beautiful New Home,https://a0.muscache.com/im/pictures/43150630-3b2d-424e-8d4b-f9ffc9c66e5a.jpg?aki_policy=large,Entire home/apt,6,2.0,3,4,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Long term stays allowed"",Other}",175,41,100
Daylily Delight- camper,https://a0.muscache.com/im/pictures/c2202cc9-cbaa-4b83-8920-c0e550c3ff2e.jpg?aki_policy=large,Entire home/apt,3,1.0,1,2,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Breakfast,""Pets live on this property"",Dog(s),Cat(s),""Other pet(s)"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard""}",69,6,100
"Beautiful, Private Bedroom Suite",https://a0.muscache.com/im/pictures/2346539e-c7e3-4d6e-ae14-aca2e56531e9.jpg?aki_policy=large,Private room,2,1.0,1,1,"{TV,Wifi,""Air conditioning"",""Free parking on premises"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""Self check-in"",Keypad,""Private living room"",""Private entrance""}",99,6,100
Two large en-suite bedrooms,https://a0.muscache.com/im/pictures/22d1d600-10fb-4469-9279-af1a1d699e76.jpg?aki_policy=large,Entire home/apt,4,2.0,2,2,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed""}",75,1,100
Private Two Bedroom Zen Guest Suite Near Downtown,https://a0.muscache.com/im/pictures/fe91bb6f-3c13-4459-bc30-8238441c44f6.jpg?aki_policy=large,Entire home/apt,4,1.0,2,2,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Self check-in"",Keypad,""Private living room"",""Private entrance"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Single level home"",""Luggage dropoff allowed""}",81,111,96
Asheville treasure ~ Ivy Glen,https://a0.muscache.com/im/pictures/f19f8410-64d8-4d46-a545-bb57ac483d9c.jpg?aki_policy=large,Private room,5,1.0,2,2,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""Self check-in"",Keypad,""Private living room"",Bathtub,""Children’s books and toys"",""Babysitter recommendations"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,""Patio or balcony""}",134,8,100
Shelly's Place- walk to Biltmore Village,https://a0.muscache.com/im/pictures/6f5d769e-bf2f-496c-ad13-81a8ec121276.jpg?aki_policy=large,Entire home/apt,4,1.0,2,2,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private living room"",""Private entrance"",Bathtub,""Children’s books and toys"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,""Single level home"",""Patio or balcony"",""Garden or backyard"",""Flat path to guest entrance"",""Well-lit path to entrance"",""Disabled parking spot"",""No stairs or steps to enter"",""No stairs or steps to enter"",""Accessible-height toilet"",""No stairs or steps to enter""}",100,44,99
Storybrooke Place,https://a0.muscache.com/im/pictures/ae5c01c8-1caf-4a98-84da-18e5996ac3ba.jpg?aki_policy=large,Entire home/apt,12,4.0,5,8,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Hot tub"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Shampoo,Hangers,""Hair dryer"",Iron,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill""}",1431,1,100
Historic River Arts District Home,https://a0.muscache.com/im/pictures/13471521-b1ef-42b8-aad7-745bb1009aac.jpg?aki_policy=large,Entire home/apt,5,2.0,2,2,"{Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Patio or balcony"",""Garden or backyard"",""Full kitchen""}",175,60,98
Walk to downtown Asheville from this chic studio!,https://a0.muscache.com/im/pictures/3338b2d9-fd61-4b37-9e40-94ded49b0f21.jpg?aki_policy=large,Entire home/apt,2,1.0,0,1,"{TV,Wifi,""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Private entrance""}",65,0,
